state,district,year_month,pincode,bio_age_5_17,bio_age_17_
Uttar Pradesh,Ballia,NaT,440708590,19385,10936
Uttar Pradesh,Balrampur,2025-01,32562791,37595,20178
Uttar Pradesh,Balrampur,2025-02,11397338,1378,670
Uttar Pradesh,Balrampur,2025-03,11940015,1422,797
Uttar Pradesh,Balrampur,2025-04,12482173,900,670
Uttar Pradesh,Balrampur,2025-05,10311625,738,460
Uttar Pradesh,Balrampur,2025-06,11396592,1180,634
Uttar Pradesh,Balrampur,2025-07,9769111,606,348
Uttar Pradesh,Balrampur,2025-08,10040713,731,501
Uttar Pradesh,Balrampur,2025-09,10583032,1120,617
Uttar Pradesh,Balrampur,2025-10,11397789,1012,624
Uttar Pradesh,Balrampur,2025-11,12753666,1566,868
Uttar Pradesh,Balrampur,2025-12,11668056,1347,750
Uttar Pradesh,Balrampur,NaT,169055901,17028,8372
Uttar Pradesh,Banda,2025-01,21434017,36643,21294
Uttar Pradesh,Banda,2025-02,7774978,1191,760
Uttar Pradesh,Banda,2025-03,8196207,1051,698
Uttar Pradesh,Banda,2025-04,7564976,674,448
Uttar Pradesh,Banda,2025-05,6094068,453,302
Uttar Pradesh,Banda,2025-06,7775056,949,574
Uttar Pradesh,Banda,2025-07,5673693,447,326
Uttar Pradesh,Banda,2025-08,6094453,617,369
Uttar Pradesh,Banda,2025-09,7565138,896,631
Uttar Pradesh,Banda,2025-10,7564978,853,608
Uttar Pradesh,Banda,2025-11,7985842,910,725
Uttar Pradesh,Banda,2025-12,7775495,1023,559
Uttar Pradesh,Banda,NaT,105701464,12689,6801
Uttar Pradesh,Bara Banki,2025-01,70330597,69781,31507
Uttar Pradesh,Bara Banki,2025-02,27274031,2424,1172
Uttar Pradesh,Bara Banki,2025-03,27726247,2352,1124
Uttar Pradesh,Bara Banki,2025-04,25021824,1270,782
Uttar Pradesh,Bara Banki,2025-05,16459581,612,386
Uttar Pradesh,Bara Banki,2025-06,26147367,1862,936
Uttar Pradesh,Bara Banki,2025-07,17129193,786,477
Uttar Pradesh,Bara Banki,2025-08,21867477,1197,600
Uttar Pradesh,Bara Banki,2025-09,23665953,1657,957
Uttar Pradesh,Bara Banki,2025-10,25248277,1724,797
Uttar Pradesh,Bara Banki,2025-11,28851617,2468,1106
Uttar Pradesh,Bara Banki,2025-12,25921902,2285,872
Uttar Pradesh,Bara Banki,NaT,349167700,26005,10103
Uttar Pradesh,Barabanki,2025-01,13520319,362,1637
Uttar Pradesh,Barabanki,2025-02,8565926,26,113
Uttar Pradesh,Barabanki,2025-03,7213278,21,96
Uttar Pradesh,Barabanki,2025-04,5859285,10,71
Uttar Pradesh,Barabanki,2025-05,3605016,6,42
Uttar Pradesh,Barabanki,2025-06,6311680,19,72
Uttar Pradesh,Barabanki,2025-07,4958823,8,62
Uttar Pradesh,Barabanki,2025-08,5181787,18,55
Uttar Pradesh,Barabanki,2025-09,7888483,14,82
Uttar Pradesh,Barabanki,2025-10,7437691,17,82
Uttar Pradesh,Barabanki,2025-11,9465751,28,90
Uttar Pradesh,Barabanki,2025-12,7210349,26,84
Uttar Pradesh,Barabanki,NaT,93534912,234,949
Uttar Pradesh,Bareilly,2025-01,50461415,107931,39043
Uttar Pradesh,Bareilly,2025-02,20888826,3387,1848
Uttar Pradesh,Bareilly,2025-03,20063184,3033,1768
Uttar Pradesh,Bareilly,2025-04,19615901,1365,1036
Uttar Pradesh,Bareilly,2025-05,14693477,988,643
Uttar Pradesh,Bareilly,2025-06,17912280,2174,1281
Uttar Pradesh,Bareilly,2025-07,15159663,1128,691
Uttar Pradesh,Bareilly,2025-08,15683030,1430,900
Uttar Pradesh,Bareilly,2025-09,17630460,2106,1371
Uttar Pradesh,Bareilly,2025-10,20158572,2643,1538
Uttar Pradesh,Bareilly,2025-11,19410382,3335,1648
Uttar Pradesh,Bareilly,2025-12,18155502,3284,1412
Uttar Pradesh,Bareilly,NaT,259638530,33593,15232
Uttar Pradesh,Basti,2025-01,62048595,41908,24224
Uttar Pradesh,Basti,2025-02,22858456,1367,782
Uttar Pradesh,Basti,2025-03,23405218,1375,946
Uttar Pradesh,Basti,2025-04,22043844,873,609
Uttar Pradesh,Basti,2025-05,18232783,531,352
Uttar Pradesh,Basti,2025-06,20956103,1228,641
Uttar Pradesh,Basti,2025-07,18232373,486,345
Uttar Pradesh,Basti,2025-08,19593290,805,513
Uttar Pradesh,Basti,2025-09,20954449,1059,690
Uttar Pradesh,Basti,2025-10,22859410,1044,596
Uttar Pradesh,Basti,2025-11,23129619,1305,787
Uttar Pradesh,Basti,2025-12,22042006,1239,719
Uttar Pradesh,Basti,NaT,309961942,16052,8725
Uttar Pradesh,Bhadohi,2025-01,22134169,2100,2045
Uttar Pradesh,Bhadohi,2025-02,7304577,86,44
Uttar Pradesh,Bhadohi,2025-03,8189804,73,55
Uttar Pradesh,Bhadohi,2025-04,5755120,47,30
Uttar Pradesh,Bhadohi,2025-05,5091227,28,28
Uttar Pradesh,Bhadohi,2025-06,5754941,55,40
Uttar Pradesh,Bhadohi,2025-07,3541498,12,19
Uttar Pradesh,Bhadohi,2025-08,5976331,42,40
Uttar Pradesh,Bhadohi,2025-09,6640272,63,38
Uttar Pradesh,Bhadohi,2025-10,7082860,56,35
Uttar Pradesh,Bhadohi,2025-11,9075134,89,64
Uttar Pradesh,Bhadohi,2025-12,7083163,72,35
Uttar Pradesh,Bhadohi,NaT,91636077,898,446
Uttar Pradesh,Bijnor,2025-01,58476908,93779,44493
Uttar Pradesh,Bijnor,2025-02,21219465,2457,1498
Uttar Pradesh,Bijnor,2025-03,21466267,2043,1478
Uttar Pradesh,Bijnor,2025-04,21219481,1473,1204
Uttar Pradesh,Bijnor,2025-05,18752022,1039,860
Uttar Pradesh,Bijnor,2025-06,21466168,1997,1337
Uttar Pradesh,Bijnor,2025-07,16531429,1105,788
Uttar Pradesh,Bijnor,2025-08,16284766,1242,914
Uttar Pradesh,Bijnor,2025-09,19245600,1629,1232
Uttar Pradesh,Bijnor,2025-10,21959703,1901,1397
Uttar Pradesh,Bijnor,2025-11,21219411,2227,1400
Uttar Pradesh,Bijnor,2025-12,20479278,2516,1394
Uttar Pradesh,Bijnor,NaT,299046850,29632,16013
Uttar Pradesh,Budaun,2025-01,43017203,44453,18516
Uttar Pradesh,Budaun,2025-02,17288287,1950,826
Uttar Pradesh,Budaun,2025-03,18100063,1781,820
Uttar Pradesh,Budaun,2025-04,15989150,970,541
Uttar Pradesh,Budaun,2025-05,14650864,713,406
Uttar Pradesh,Budaun,2025-06,15501901,1201,541
Uttar Pradesh,Budaun,2025-07,14163628,593,397
Uttar Pradesh,Budaun,2025-08,12825015,775,381
Uttar Pradesh,Budaun,2025-09,17003718,1350,682
Uttar Pradesh,Budaun,2025-10,13919688,1225,570
Uttar Pradesh,Budaun,2025-11,16962150,1683,847
Uttar Pradesh,Budaun,2025-12,16559169,1655,642
Uttar Pradesh,Budaun,NaT,225758180,18919,7881
Uttar Pradesh,Bulandshahar,2025-01,812134,2,6
Uttar Pradesh,Bulandshahar,2025-02,854615,0,7
Uttar Pradesh,Bulandshahar,2025-03,1463133,2,8
Uttar Pradesh,Bulandshahar,2025-04,406002,1,4
Uttar Pradesh,Bulandshahar,2025-05,608395,1,4
Uttar Pradesh,Bulandshahar,2025-06,1217678,2,7
Uttar Pradesh,Bulandshahar,2025-07,810991,0,5
Uttar Pradesh,Bulandshahar,2025-08,1217123,2,4
Uttar Pradesh,Bulandshahar,2025-09,1707129,4,6
Uttar Pradesh,Bulandshahar,2025-10,1463139,0,8
Uttar Pradesh,Bulandshahar,2025-11,1301797,3,3
Uttar Pradesh,Bulandshahar,2025-12,1218005,3,4
Uttar Pradesh,Bulandshahar,NaT,18809214,41,93
Uttar Pradesh,Bulandshahr,2025-01,68407030,86974,28878
Uttar Pradesh,Bulandshahr,2025-02,27207837,3040,1063
Uttar Pradesh,Bulandshahr,2025-03,27207967,2401,890
Uttar Pradesh,Bulandshahr,2025-04,23180350,1252,645
Uttar Pradesh,Bulandshahr,2025-05,20249566,1029,489
Uttar Pradesh,Bulandshahr,2025-06,23064951,1849,833
Uttar Pradesh,Bulandshahr,2025-07,19151975,977,471
Uttar Pradesh,Bulandshahr,2025-08,20456389,1214,609
Uttar Pradesh,Bulandshahr,2025-09,23466586,1885,851
Uttar Pradesh,Bulandshahr,2025-10,21598706,1576,693
Uttar Pradesh,Bulandshahr,2025-11,27208319,2294,908
Uttar Pradesh,Bulandshahr,2025-12,25296294,2264,849
Uttar Pradesh,Bulandshahr,NaT,343902653,27224,9674
Uttar Pradesh,Chandauli,2025-01,34351718,40190,17608
Uttar Pradesh,Chandauli,2025-02,13738577,1114,579
Uttar Pradesh,Chandauli,2025-03,14180732,1105,645
Uttar Pradesh,Chandauli,2025-04,12577833,577,408
Uttar Pradesh,Chandauli,2025-05,10323175,397,266
Uttar Pradesh,Chandauli,2025-06,12367836,847,539
Uttar Pradesh,Chandauli,2025-07,7781187,304,233
Uttar Pradesh,Chandauli,2025-08,10080072,714,399
Uttar Pradesh,Chandauli,2025-09,12368056,988,555
Uttar Pradesh,Chandauli,2025-10,10301277,825,426
Uttar Pradesh,Chandauli,2025-11,12821153,1166,611
Uttar Pradesh,Chandauli,2025-12,13031069,1036,544
Uttar Pradesh,Chandauli,NaT,171560822,12371,6097
Uttar Pradesh,Chandauli *,NaT,232103,0,1
Uttar Pradesh,Chitrakoot,2025-01,13243481,26334,11973
Uttar Pradesh,Chitrakoot,2025-02,4834733,799,433
Uttar Pradesh,Chitrakoot,2025-03,5465350,794,422
Uttar Pradesh,Chitrakoot,2025-04,4414323,515,314
Uttar Pradesh,Chitrakoot,2025-05,4204113,379,225
Uttar Pradesh,Chitrakoot,2025-06,4624524,677,319
Uttar Pradesh,Chitrakoot,2025-07,4624528,340,200
Uttar Pradesh,Chitrakoot,2025-08,4414538,492,292
Uttar Pradesh,Chitrakoot,2025-09,4414323,602,361
Uttar Pradesh,Chitrakoot,2025-10,4834734,613,412
Uttar Pradesh,Chitrakoot,2025-11,5045230,650,371
Uttar Pradesh,Chitrakoot,2025-12,4414323,696,381
Uttar Pradesh,Chitrakoot,NaT,66637216,9604,4534
Uttar Pradesh,Deoria,2025-01,63119018,48852,37219
Uttar Pradesh,Deoria,2025-02,25523116,1425,1056
Uttar Pradesh,Deoria,2025-03,23052366,1317,1062
Uttar Pradesh,Deoria,2025-04,23601956,808,816
Uttar Pradesh,Deoria,2025-05,19759416,680,579
Uttar Pradesh,Deoria,2025-06,22229861,1396,1044
Uttar Pradesh,Deoria,2025-07,20582314,706,659
Uttar Pradesh,Deoria,2025-08,19759042,793,685
Uttar Pradesh,Deoria,2025-09,22229355,1274,1069
Uttar Pradesh,Deoria,2025-10,22502862,1270,1180
Uttar Pradesh,Deoria,2025-11,23327672,1458,1159
Uttar Pradesh,Deoria,2025-12,22778467,1342,981
Uttar Pradesh,Deoria,NaT,324382956,17513,12270
Uttar Pradesh,Etah,2025-01,25072513,45058,14868
Uttar Pradesh,Etah,2025-02,9532074,1024,448
Uttar Pradesh,Etah,2025-03,10153400,853,491
Uttar Pradesh,Etah,2025-04,9324468,474,358
Uttar Pradesh,Etah,2025-05,7667182,262,181
Uttar Pradesh,Etah,2025-06,8909988,624,356
Uttar Pradesh,Etah,2025-07,7874352,380,258
Uttar Pradesh,Etah,2025-08,8703021,542,334
Uttar Pradesh,Etah,2025-09,8910173,764,472
Uttar Pradesh,Etah,2025-10,9531570,696,426
Uttar Pradesh,Etah,2025-11,10153271,966,515
Uttar Pradesh,Etah,2025-12,9324817,1020,452
Uttar Pradesh,Etah,NaT,124327702,10888,4719
Uttar Pradesh,Etawah,2025-01,28239135,31746,16900
Uttar Pradesh,Etawah,2025-02,9687882,852,533
Uttar Pradesh,Etawah,2025-03,10924501,806,568
Uttar Pradesh,Etawah,2025-04,9275887,550,393
Uttar Pradesh,Etawah,2025-05,8451248,321,244
Uttar Pradesh,Etawah,2025-06,8863506,786,489
Uttar Pradesh,Etawah,2025-07,8450872,338,286
Uttar Pradesh,Etawah,2025-08,8039012,499,367
Uttar Pradesh,Etawah,2025-09,9894003,783,571
Uttar Pradesh,Etawah,2025-10,10099639,659,449
Uttar Pradesh,Etawah,2025-11,10100130,968,598
Uttar Pradesh,Etawah,2025-12,9687882,1082,526
Uttar Pradesh,Etawah,NaT,133981951,12077,5704
Uttar Pradesh,Faizabad,2025-01,72237582,41070,16934
Uttar Pradesh,Faizabad,2025-02,26472494,1235,626
Uttar Pradesh,Faizabad,2025-03,27145005,1079,669
Uttar Pradesh,Faizabad,2025-04,24903334,816,479
Uttar Pradesh,Faizabad,2025-05,21986240,502,359
Uttar Pradesh,Faizabad,2025-06,26694269,1074,580
Uttar Pradesh,Faizabad,2025-07,21315363,501,344
Uttar Pradesh,Faizabad,2025-08,23107282,732,431
Uttar Pradesh,Faizabad,2025-09,25126193,1145,635
Uttar Pradesh,Faizabad,2025-10,24001762,885,523
Uttar Pradesh,Faizabad,2025-11,27144956,1187,692
Uttar Pradesh,Faizabad,2025-12,24902064,1070,577
Uttar Pradesh,Faizabad,NaT,353129235,13941,6830
Uttar Pradesh,Farrukhabad,2025-01,39471556,32512,12120
Uttar Pradesh,Farrukhabad,2025-02,15247015,1312,535
Uttar Pradesh,Farrukhabad,2025-03,14200887,1139,522
Uttar Pradesh,Farrukhabad,2025-04,13365491,746,386
Uttar Pradesh,Farrukhabad,2025-05,11899323,523,236
Uttar Pradesh,Farrukhabad,2025-06,12726193,787,381
Uttar Pradesh,Farrukhabad,2025-07,10854879,459,208
Uttar Pradesh,Farrukhabad,2025-08,11701215,520,282
Uttar Pradesh,Farrukhabad,2025-09,13991054,964,537
Uttar Pradesh,Farrukhabad,2025-10,12113140,939,433
Uttar Pradesh,Farrukhabad,2025-11,15241559,1231,521
Uttar Pradesh,Farrukhabad,2025-12,14619562,1192,486
Uttar Pradesh,Farrukhabad,NaT,193773707,12938,5287
Uttar Pradesh,Fatehpur,2025-01,48728600,45601,29927
Uttar Pradesh,Fatehpur,2025-02,17873172,1521,842
Uttar Pradesh,Fatehpur,2025-03,17876671,1417,1015
Uttar Pradesh,Fatehpur,2025-04,17235122,708,631
Uttar Pradesh,Fatehpur,2025-05,14258150,531,480
Uttar Pradesh,Fatehpur,2025-06,16384543,1127,681
Uttar Pradesh,Fatehpur,2025-07,13616533,512,436
Uttar Pradesh,Fatehpur,2025-08,13616655,687,541
Uttar Pradesh,Fatehpur,2025-09,16597275,1122,781
Uttar Pradesh,Fatehpur,2025-10,13403972,808,578
Uttar Pradesh,Fatehpur,2025-11,17873165,1330,951
Uttar Pradesh,Fatehpur,2025-12,16597275,1186,905
Uttar Pradesh,Fatehpur,NaT,227683275,14790,8806
Uttar Pradesh,Firozabad,2025-01,47533213,53745,18720
Uttar Pradesh,Firozabad,2025-02,17530989,1505,817
Uttar Pradesh,Firozabad,2025-03,17481911,1237,742
Uttar Pradesh,Firozabad,2025-04,14190856,766,527
Uttar Pradesh,Firozabad,2025-05,14532405,504,338
Uttar Pradesh,Firozabad,2025-06,16837471,1108,654
Uttar Pradesh,Firozabad,2025-07,13487270,658,451
Uttar Pradesh,Firozabad,2025-08,11798293,512,292
Uttar Pradesh,Firozabad,2025-09,16710495,1168,742
Uttar Pradesh,Firozabad,2025-10,14541917,913,513
Uttar Pradesh,Firozabad,2025-11,17696866,1374,728
Uttar Pradesh,Firozabad,2025-12,15938708,1404,676
Uttar Pradesh,Firozabad,NaT,217285336,16709,6964
Uttar Pradesh,Gautam Buddha Nagar,2025-01,37196142,31847,27361
Uttar Pradesh,Gautam Buddha Nagar,2025-02,14348953,935,705
Uttar Pradesh,Gautam Buddha Nagar,2025-03,13538191,779,651
Uttar Pradesh,Gautam Buddha Nagar,2025-04,12531043,412,404
Uttar Pradesh,Gautam Buddha Nagar,2025-05,11157172,416,387
Uttar Pradesh,Gautam Buddha Nagar,2025-06,13741683,857,682
Uttar Pradesh,Gautam Buddha Nagar,2025-07,12318796,412,362
Uttar Pradesh,Gautam Buddha Nagar,2025-08,11767318,439,408
Uttar Pradesh,Gautam Buddha Nagar,2025-09,12981799,603,577
Uttar Pradesh,Gautam Buddha Nagar,2025-10,12322728,585,490
Uttar Pradesh,Gautam Buddha Nagar,2025-11,14798969,918,686
Uttar Pradesh,Gautam Buddha Nagar,2025-12,12736268,793,627
Uttar Pradesh,Gautam Buddha Nagar,NaT,181573120,10117,6986
Uttar Pradesh,Gautam Buddha Nagar *,NaT,406414,0,2
Uttar Pradesh,Ghaziabad,2025-01,53004720,68287,59784
Uttar Pradesh,Ghaziabad,2025-02,18219198,1651,1378
Uttar Pradesh,Ghaziabad,2025-03,18824233,1578,1438
Uttar Pradesh,Ghaziabad,2025-04,19224908,913,929
Uttar Pradesh,Ghaziabad,2025-05,15830340,754,814
Uttar Pradesh,Ghaziabad,2025-06,17684775,1600,1321
Uttar Pradesh,Ghaziabad,2025-07,15987154,882,779
Uttar Pradesh,Ghaziabad,2025-08,15673400,868,799
Uttar Pradesh,Ghaziabad,2025-09,18621007,1390,1316
Uttar Pradesh,Ghaziabad,2025-10,16478823,1465,1217
Uttar Pradesh,Ghaziabad,2025-11,19469432,1930,1576
Uttar Pradesh,Ghaziabad,2025-12,18174967,1766,1267
Uttar Pradesh,Ghaziabad,NaT,258180658,20301,16019
Uttar Pradesh,Ghazipur,2025-01,83346803,57558,34144
Uttar Pradesh,Ghazipur,2025-02,30916838,1829,1056
Uttar Pradesh,Ghazipur,2025-03,29285976,1543,1033
Uttar Pradesh,Ghazipur,2025-04,29710536,1038,781
Uttar Pradesh,Ghazipur,2025-05,22910522,685,535
Uttar Pradesh,Ghazipur,2025-06,29837339,1497,910
Uttar Pradesh,Ghazipur,2025-07,27338807,820,487
Uttar Pradesh,Ghazipur,2025-08,26490770,1138,716
Uttar Pradesh,Ghazipur,2025-09,29285976,1562,929
Uttar Pradesh,Ghazipur,2025-10,25662280,1233,850
Uttar Pradesh,Ghazipur,2025-11,32124982,1650,1107
Uttar Pradesh,Ghazipur,2025-12,29285976,1463,990
Uttar Pradesh,Ghazipur,NaT,409958376,19263,10875
Uttar Pradesh,Gonda,2025-01,72706711,62914,32255
Uttar Pradesh,Gonda,2025-02,27942616,1773,1043
Uttar Pradesh,Gonda,2025-03,25772543,1634,1063
Uttar Pradesh,Gonda,2025-04,26857868,956,656
Uttar Pradesh,Gonda,2025-05,24144805,807,552
Uttar Pradesh,Gonda,2025-06,27128849,1684,917
Uttar Pradesh,Gonda,2025-07,22517889,773,483
Uttar Pradesh,Gonda,2025-08,24958740,1005,697
Uttar Pradesh,Gonda,2025-09,26315156,1570,853
Uttar Pradesh,Gonda,2025-10,24417027,1409,802
Uttar Pradesh,Gonda,2025-11,28756908,1745,1057
Uttar Pradesh,Gonda,2025-12,26043849,1734,882
Uttar Pradesh,Gonda,NaT,375195539,21639,11172
Uttar Pradesh,Gorakhpur,2025-01,92611037,47044,62738
Uttar Pradesh,Gorakhpur,2025-02,34421436,1668,1731
Uttar Pradesh,Gorakhpur,2025-03,33055837,1575,1775
Uttar Pradesh,Gorakhpur,2025-04,33603704,973,1181
Uttar Pradesh,Gorakhpur,2025-05,30324449,881,938
Uttar Pradesh,Gorakhpur,2025-06,35786679,1948,1649
Uttar Pradesh,Gorakhpur,2025-07,33056780,1026,1141
Uttar Pradesh,Gorakhpur,2025-08,30051046,952,1094
Uttar Pradesh,Gorakhpur,2025-09,33055701,1472,1638
Uttar Pradesh,Gorakhpur,2025-10,31417111,1360,1439
Uttar Pradesh,Gorakhpur,2025-11,34148465,1674,1719
Uttar Pradesh,Gorakhpur,2025-12,32509955,1618,1542
Uttar Pradesh,Gorakhpur,NaT,463881265,19195,18193
Uttar Pradesh,Hamirpur,2025-01,25674572,22642,11494
Uttar Pradesh,Hamirpur,2025-02,9470069,648,310
Uttar Pradesh,Hamirpur,2025-03,8838717,606,287
Uttar Pradesh,Hamirpur,2025-04,9259885,416,237
Uttar Pradesh,Hamirpur,2025-05,7155160,280,185
Uttar Pradesh,Hamirpur,2025-06,9049131,622,299
Uttar Pradesh,Hamirpur,2025-07,5260971,213,116
Uttar Pradesh,Hamirpur,2025-08,8207275,354,224
Uttar Pradesh,Hamirpur,2025-09,9259567,510,354
Uttar Pradesh,Hamirpur,2025-10,8207171,438,277
Uttar Pradesh,Hamirpur,2025-11,9680419,631,372
Uttar Pradesh,Hamirpur,2025-12,9259565,805,291
Uttar Pradesh,Hamirpur,NaT,125214195,8666,3410
Uttar Pradesh,Hapur,2025-01,16077248,22554,10268
Uttar Pradesh,Hapur,2025-02,6557009,1041,396
Uttar Pradesh,Hapur,2025-03,6513127,813,346
Uttar Pradesh,Hapur,2025-04,6355598,473,249
Uttar Pradesh,Hapur,2025-05,5708790,316,190
Uttar Pradesh,Hapur,2025-06,6959428,659,299
Uttar Pradesh,Hapur,2025-07,5016875,268,146
Uttar Pradesh,Hapur,2025-08,5620602,350,201
Uttar Pradesh,Hapur,2025-09,6959311,585,305
Uttar Pradesh,Hapur,2025-10,6179710,564,298
Uttar Pradesh,Hapur,2025-11,7047630,831,421
Uttar Pradesh,Hapur,2025-12,7518250,726,307
Uttar Pradesh,Hapur,NaT,89607382,10169,3980
Uttar Pradesh,Hardoi,2025-01,47768954,92231,33332
Uttar Pradesh,Hardoi,2025-02,17370393,2856,1148
Uttar Pradesh,Hardoi,2025-03,16646685,2507,1132
Uttar Pradesh,Hardoi,2025-04,17612122,1535,807
Uttar Pradesh,Hardoi,2025-05,15681365,1265,616
Uttar Pradesh,Hardoi,2025-06,17129568,2245,957
Uttar Pradesh,Hardoi,2025-07,15681272,1296,707
Uttar Pradesh,Hardoi,2025-08,15440474,1404,711
Uttar Pradesh,Hardoi,2025-09,16646685,2070,970
Uttar Pradesh,Hardoi,2025-10,16164640,1974,873
Uttar Pradesh,Hardoi,2025-11,17612000,2845,1063
Uttar Pradesh,Hardoi,2025-12,16646685,3089,963
Uttar Pradesh,Hardoi,NaT,242943930,35260,11241
Uttar Pradesh,Hathras,2025-01,32808613,40499,12726
Uttar Pradesh,Hathras,2025-02,12032061,1255,413
Uttar Pradesh,Hathras,2025-03,11342308,843,374
Uttar Pradesh,Hathras,2025-04,10050592,622,271
Uttar Pradesh,Hathras,2025-05,9233913,355,171
Uttar Pradesh,Hathras,2025-06,12314958,916,330
Uttar Pradesh,Hathras,2025-07,8786333,367,150
Uttar Pradesh,Hathras,2025-08,11217086,672,298
Uttar Pradesh,Hathras,2025-09,11342476,942,421
Uttar Pradesh,Hathras,2025-10,10048312,710,307
Uttar Pradesh,Hathras,2025-11,12640478,1096,435
Uttar Pradesh,Hathras,2025-12,11263338,1206,374
Uttar Pradesh,Hathras,NaT,154386804,10758,3893
Uttar Pradesh,Jalaun,2025-01,45047772,30904,17835
Uttar Pradesh,Jalaun,2025-02,17675703,908,567
Uttar Pradesh,Jalaun,2025-03,15966712,770,604
Uttar Pradesh,Jalaun,2025-04,17105509,459,404
Uttar Pradesh,Jalaun,2025-05,13400343,305,230
Uttar Pradesh,Jalaun,2025-06,16251932,586,415
Uttar Pradesh,Jalaun,2025-07,10549532,285,225
Uttar Pradesh,Jalaun,2025-08,14825240,478,297
Uttar Pradesh,Jalaun,2025-09,16535319,714,480
Uttar Pradesh,Jalaun,2025-10,15110769,640,384
Uttar Pradesh,Jalaun,2025-11,17392576,893,563
Uttar Pradesh,Jalaun,2025-12,16535421,788,471
Uttar Pradesh,Jalaun,NaT,224949951,9014,5463
Uttar Pradesh,Jaunpur,2025-01,92022814,61910,43648
Uttar Pradesh,Jaunpur,2025-02,35119588,2565,1577
Uttar Pradesh,Jaunpur,2025-03,33340562,2110,1608
Uttar Pradesh,Jaunpur,2025-04,33785238,1464,1183
Uttar Pradesh,Jaunpur,2025-05,26447861,914,739
Uttar Pradesh,Jaunpur,2025-06,34451242,2006,1334
Uttar Pradesh,Jaunpur,2025-07,26461884,914,718
Uttar Pradesh,Jaunpur,2025-08,30897037,1565,1096
Uttar Pradesh,Jaunpur,2025-09,32007043,2060,1435
Uttar Pradesh,Jaunpur,2025-10,31126663,1797,1311
Uttar Pradesh,Jaunpur,2025-11,35563782,2291,1687
Uttar Pradesh,Jaunpur,2025-12,32896356,2291,1391
Uttar Pradesh,Jaunpur,NaT,454981994,27261,16205
Uttar Pradesh,Jhansi,2025-01,56563960,40323,26457
Uttar Pradesh,Jhansi,2025-02,21604514,1500,912
Uttar Pradesh,Jhansi,2025-03,19613112,1216,859
Uttar Pradesh,Jhansi,2025-04,18476008,732,589
Uttar Pradesh,Jhansi,2025-05,15917938,590,442
Uttar Pradesh,Jhansi,2025-06,20180221,1200,810
Uttar Pradesh,Jhansi,2025-07,12789807,448,382
Uttar Pradesh,Jhansi,2025-08,17336444,765,581
Uttar Pradesh,Jhansi,2025-09,19327907,1183,939
Uttar Pradesh,Jhansi,2025-10,17339325,1012,696
Uttar Pradesh,Jhansi,2025-11,20181830,1458,960
Uttar Pradesh,Jhansi,2025-12,19898153,1404,795
Uttar Pradesh,Jhansi,NaT,269462326,16380,9372
Uttar Pradesh,Jyotiba Phule Nagar,2025-01,732426,0,3
Uttar Pradesh,Jyotiba Phule Nagar,2025-02,1221127,1,6
Uttar Pradesh,Jyotiba Phule Nagar,2025-03,1709336,0,9
Uttar Pradesh,Jyotiba Phule Nagar,2025-04,732545,0,4
Uttar Pradesh,Jyotiba Phule Nagar,2025-05,244236,2,0
Uttar Pradesh,Jyotiba Phule Nagar,2025-06,1220987,0,10
Uttar Pradesh,Jyotiba Phule Nagar,2025-07,488458,1,1
Uttar Pradesh,Jyotiba Phule Nagar,2025-08,976782,4,3
Uttar Pradesh,Jyotiba Phule Nagar,2025-09,1709461,4,5
Uttar Pradesh,Jyotiba Phule Nagar,2025-10,1220989,0,9
Uttar Pradesh,Jyotiba Phule Nagar,2025-11,1465105,2,5
Uttar Pradesh,Jyotiba Phule Nagar,2025-12,1709593,1,9
Uttar Pradesh,Jyotiba Phule Nagar,NaT,16849668,5,93
Uttar Pradesh,Kannauj,2025-01,30830272,30694,12947
Uttar Pradesh,Kannauj,2025-02,11115676,928,492
Uttar Pradesh,Kannauj,2025-03,10696221,914,495
Uttar Pradesh,Kannauj,2025-04,10486500,549,324
Uttar Pradesh,Kannauj,2025-05,9647570,399,276
Uttar Pradesh,Kannauj,2025-06,11115668,642,449
