state,district,year_month,pincode,demo_age_5_17,demo_age_17_
Tamil Nadu,Tiruppur,2025-03,108259269,324,1503
Tamil Nadu,Tiruppur,2025-04,134510979,424,1825
Tamil Nadu,Tiruppur,2025-05,108893709,338,1322
Tamil Nadu,Tiruppur,2025-06,94808049,370,1476
Tamil Nadu,Tiruppur,2025-07,78172527,228,972
Tamil Nadu,Tiruppur,2025-08,128137228,433,2175
Tamil Nadu,Tiruppur,2025-09,82643568,254,1142
Tamil Nadu,Tiruppur,2025-10,122973813,397,1720
Tamil Nadu,Tiruppur,2025-11,136449390,368,2081
Tamil Nadu,Tiruppur,2025-12,123007438,356,2018
Tamil Nadu,Tiruppur,NaT,1889248845,5239,26322
Tamil Nadu,Tiruvallur,2025-01,169883509,6118,58544
Tamil Nadu,Tiruvallur,2025-02,130942866,497,2576
Tamil Nadu,Tiruvallur,2025-03,132399703,555,2769
Tamil Nadu,Tiruvallur,2025-04,146435895,555,3225
Tamil Nadu,Tiruvallur,2025-05,131776014,364,2119
Tamil Nadu,Tiruvallur,2025-06,96131626,500,2161
Tamil Nadu,Tiruvallur,2025-07,97493357,319,1880
Tamil Nadu,Tiruvallur,2025-08,144109988,554,3136
Tamil Nadu,Tiruvallur,2025-09,100785652,294,1825
Tamil Nadu,Tiruvallur,2025-10,142141913,550,3074
Tamil Nadu,Tiruvallur,2025-11,151059562,530,3412
Tamil Nadu,Tiruvallur,2025-12,127597665,441,3070
Tamil Nadu,Tiruvallur,NaT,2229869290,7042,42298
Tamil Nadu,Tiruvannamalai,2025-01,141359228,1610,18841
Tamil Nadu,Tiruvannamalai,2025-02,119459583,366,1560
Tamil Nadu,Tiruvannamalai,2025-03,106486824,309,1098
Tamil Nadu,Tiruvannamalai,2025-04,139771960,477,1657
Tamil Nadu,Tiruvannamalai,2025-05,115667274,262,1144
Tamil Nadu,Tiruvannamalai,2025-06,93624771,340,1141
Tamil Nadu,Tiruvannamalai,2025-07,88090580,177,796
Tamil Nadu,Tiruvannamalai,2025-08,141960086,451,2038
Tamil Nadu,Tiruvannamalai,2025-09,93605824,281,1147
Tamil Nadu,Tiruvannamalai,2025-10,127397366,403,1699
Tamil Nadu,Tiruvannamalai,2025-11,114652120,248,1580
Tamil Nadu,Tiruvannamalai,2025-12,117871253,276,1720
Tamil Nadu,Tiruvannamalai,NaT,2021114165,4051,21546
Tamil Nadu,Tiruvarur,NaT,1227410,0,2
Tamil Nadu,Tuticorin,NaT,2513207,0,4
Tamil Nadu,Vellore,2025-01,219626330,2064,22546
Tamil Nadu,Vellore,2025-02,207018537,465,2429
Tamil Nadu,Vellore,2025-03,200540028,461,2386
Tamil Nadu,Vellore,2025-04,229834810,648,2708
Tamil Nadu,Vellore,2025-05,173533894,337,1709
Tamil Nadu,Vellore,2025-06,129842382,326,1243
Tamil Nadu,Vellore,2025-07,137265197,229,1085
Tamil Nadu,Vellore,2025-08,230384776,544,2873
Tamil Nadu,Vellore,2025-09,150678907,339,1860
Tamil Nadu,Vellore,2025-10,197374360,380,2198
Tamil Nadu,Vellore,2025-11,196871414,391,2266
Tamil Nadu,Vellore,2025-12,208070380,392,2533
Tamil Nadu,Vellore,NaT,3207331625,5319,31669
Tamil Nadu,Villupuram,2025-01,159850014,1055,7112
Tamil Nadu,Villupuram,2025-02,167114865,476,894
Tamil Nadu,Villupuram,2025-03,122302480,332,736
Tamil Nadu,Villupuram,2025-04,166496669,565,1014
Tamil Nadu,Villupuram,2025-05,127778617,332,649
Tamil Nadu,Villupuram,2025-06,102317545,370,676
Tamil Nadu,Villupuram,2025-07,102320184,294,503
Tamil Nadu,Villupuram,2025-08,167707660,491,1231
Tamil Nadu,Villupuram,2025-09,115040353,339,624
Tamil Nadu,Villupuram,2025-10,152576079,415,1037
Tamil Nadu,Villupuram,2025-11,130175458,292,834
Tamil Nadu,Villupuram,2025-12,152578442,439,1074
Tamil Nadu,Villupuram,NaT,2333273093,4588,13196
Tamil Nadu,Viluppuram,2025-01,132588804,217,2619
Tamil Nadu,Viluppuram,2025-02,151964785,113,1139
Tamil Nadu,Viluppuram,2025-03,127149779,93,1004
Tamil Nadu,Viluppuram,2025-04,167711022,110,1586
Tamil Nadu,Viluppuram,2025-05,129563343,76,954
Tamil Nadu,Viluppuram,2025-06,105338006,92,862
Tamil Nadu,Viluppuram,2025-07,87189468,68,548
Tamil Nadu,Viluppuram,2025-08,170742968,97,1585
Tamil Nadu,Viluppuram,2025-09,100505933,56,791
Tamil Nadu,Viluppuram,2025-10,158011132,99,1493
Tamil Nadu,Viluppuram,2025-11,136231371,71,1179
Tamil Nadu,Viluppuram,2025-12,163454570,77,1514
Tamil Nadu,Viluppuram,NaT,2315873941,1080,18265
Tamil Nadu,Virudhunagar,2025-01,127767237,2549,17397
Tamil Nadu,Virudhunagar,2025-02,100827159,299,1239
Tamil Nadu,Virudhunagar,2025-03,88927320,337,1150
Tamil Nadu,Virudhunagar,2025-04,122737018,484,1477
Tamil Nadu,Virudhunagar,2025-05,82039096,184,814
Tamil Nadu,Virudhunagar,2025-06,83912621,308,993
Tamil Nadu,Virudhunagar,2025-07,73892119,193,783
Tamil Nadu,Virudhunagar,2025-08,124644307,365,1682
Tamil Nadu,Virudhunagar,2025-09,77665375,170,934
Tamil Nadu,Virudhunagar,2025-10,98938530,213,1048
Tamil Nadu,Virudhunagar,2025-11,95187666,196,1062
Tamil Nadu,Virudhunagar,2025-12,98322546,232,1302
Tamil Nadu,Virudhunagar,NaT,1702069805,3231,18800
Telangana,Adilabad,2025-01,86222295,2614,15860
Telangana,Adilabad,2025-02,56473292,147,911
Telangana,Adilabad,2025-03,56977159,150,853
Telangana,Adilabad,2025-04,72607229,259,1303
Telangana,Adilabad,2025-05,43867949,98,458
Telangana,Adilabad,2025-06,48404646,155,749
Telangana,Adilabad,2025-07,34287570,103,410
Telangana,Adilabad,2025-08,81685184,227,1393
Telangana,Adilabad,2025-09,51430558,88,778
Telangana,Adilabad,2025-10,61011753,138,772
Telangana,Adilabad,2025-11,53447939,110,876
Telangana,Adilabad,2025-12,59499553,91,951
Telangana,Adilabad,NaT,1017029147,2233,14283
Telangana,Bhadradri Kothagudem,2025-01,41079596,1277,8450
Telangana,Bhadradri Kothagudem,2025-02,34485884,162,984
Telangana,Bhadradri Kothagudem,2025-03,27386222,131,647
Telangana,Bhadradri Kothagudem,2025-04,39558571,147,703
Telangana,Bhadradri Kothagudem,2025-05,29414827,210,768
Telangana,Bhadradri Kothagudem,2025-06,28907149,205,774
Telangana,Bhadradri Kothagudem,2025-07,20286449,92,391
Telangana,Bhadradri Kothagudem,2025-08,41079477,216,1011
Telangana,Bhadradri Kothagudem,2025-09,29415445,127,667
Telangana,Bhadradri Kothagudem,2025-10,31950242,101,571
Telangana,Bhadradri Kothagudem,2025-11,27894345,125,595
Telangana,Bhadradri Kothagudem,2025-12,38037609,178,1002
Telangana,Bhadradri Kothagudem,NaT,558885768,2588,11607
Telangana,Hanumakonda,2025-01,41995342,443,3789
Telangana,Hanumakonda,2025-02,40478755,83,704
Telangana,Hanumakonda,2025-03,33397430,50,391
Telangana,Hanumakonda,2025-04,40481251,32,402
Telangana,Hanumakonda,2025-05,39974954,67,487
Telangana,Hanumakonda,2025-06,29348727,71,440
Telangana,Hanumakonda,2025-07,31371990,29,297
Telangana,Hanumakonda,2025-08,49586231,70,670
Telangana,Hanumakonda,2025-09,31876198,44,442
Telangana,Hanumakonda,2025-10,32891683,39,396
Telangana,Hanumakonda,2025-11,30358603,32,334
Telangana,Hanumakonda,2025-12,41489354,54,720
Telangana,Hanumakonda,NaT,631983846,900,7989
Telangana,Hyderabad,2025-01,145511744,17116,99588
Telangana,Hyderabad,2025-02,103008798,738,3742
Telangana,Hyderabad,2025-03,78506257,488,2890
Telangana,Hyderabad,2025-04,96008083,586,3170
Telangana,Hyderabad,2025-05,85006923,585,2865
Telangana,Hyderabad,2025-06,64505269,448,2261
Telangana,Hyderabad,2025-07,76506246,486,2436
Telangana,Hyderabad,2025-08,116509751,628,3796
Telangana,Hyderabad,2025-09,80506657,460,2983
Telangana,Hyderabad,2025-10,83007358,379,2377
Telangana,Hyderabad,2025-11,70005820,467,2567
Telangana,Hyderabad,2025-12,100008317,572,4024
Telangana,Hyderabad,NaT,1559129389,8982,51823
Telangana,Jagitial,2025-01,42454174,695,3425
Telangana,Jagitial,2025-02,32347403,49,443
Telangana,Jagitial,2025-03,27293099,39,331
Telangana,Jagitial,2025-04,27293330,48,333
Telangana,Jagitial,2025-05,21733776,34,347
Telangana,Jagitial,2025-06,21733480,47,330
Telangana,Jagitial,2025-07,19206015,19,226
Telangana,Jagitial,2025-08,38916778,80,670
Telangana,Jagitial,2025-09,23250084,34,381
Telangana,Jagitial,2025-10,21228073,26,248
Telangana,Jagitial,2025-11,24765952,44,440
Telangana,Jagitial,2025-12,27798266,43,425
Telangana,Jagitial,NaT,476111832,807,6735
Telangana,Jangaon,2025-01,6075379,27,49
Telangana,Jangaon,2025-02,6581681,3,30
Telangana,Jangaon,2025-03,6075054,1,30
Telangana,Jangaon,2025-04,6075385,1,18
Telangana,Jangaon,2025-05,4049989,0,21
Telangana,Jangaon,2025-06,6075083,2,31
Telangana,Jangaon,2025-07,3037662,3,21
Telangana,Jangaon,2025-08,7087627,2,29
Telangana,Jangaon,2025-09,5062485,2,23
Telangana,Jangaon,2025-10,4049961,7,19
Telangana,Jangaon,2025-11,8100327,5,44
Telangana,Jangaon,2025-12,4556442,5,18
Telangana,Jangaon,NaT,79989367,35,376
Telangana,Jangoan,2025-01,31387024,335,3652
Telangana,Jangoan,2025-02,24805765,42,569
Telangana,Jangoan,2025-03,20249392,50,348
Telangana,Jangoan,2025-04,26324774,25,402
Telangana,Jangoan,2025-05,21768103,32,442
Telangana,Jangoan,2025-06,21768630,51,497
Telangana,Jangoan,2025-07,23286882,48,342
Telangana,Jangoan,2025-08,25818148,56,507
Telangana,Jangoan,2025-09,17718062,26,517
Telangana,Jangoan,2025-10,25818547,52,447
Telangana,Jangoan,2025-11,19742889,40,326
Telangana,Jangoan,2025-12,35436624,62,883
Telangana,Jangoan,NaT,399423724,742,6407
Telangana,Jayashankar Bhupalpally,2025-01,14677804,388,5123
Telangana,Jayashankar Bhupalpally,2025-02,16194084,56,644
Telangana,Jayashankar Bhupalpally,2025-03,14674034,41,307
Telangana,Jayashankar Bhupalpally,2025-04,15179500,24,292
Telangana,Jayashankar Bhupalpally,2025-05,14675111,47,293
Telangana,Jayashankar Bhupalpally,2025-06,10626899,32,307
Telangana,Jayashankar Bhupalpally,2025-07,10623159,23,241
Telangana,Jayashankar Bhupalpally,2025-08,18720692,49,553
Telangana,Jayashankar Bhupalpally,2025-09,11637675,34,339
Telangana,Jayashankar Bhupalpally,2025-10,12653162,15,240
Telangana,Jayashankar Bhupalpally,2025-11,12144596,23,275
Telangana,Jayashankar Bhupalpally,2025-12,18215332,48,589
Telangana,Jayashankar Bhupalpally,NaT,234789022,600,5678
Telangana,Jogulamba Gadwal,2025-01,19347043,3836,12656
Telangana,Jogulamba Gadwal,2025-02,15274014,118,623
Telangana,Jogulamba Gadwal,2025-03,15273992,107,690
Telangana,Jogulamba Gadwal,2025-04,16801388,112,464
Telangana,Jogulamba Gadwal,2025-05,12728360,90,416
Telangana,Jogulamba Gadwal,2025-06,9673556,66,366
Telangana,Jogulamba Gadwal,2025-07,10691821,86,358
Telangana,Jogulamba Gadwal,2025-08,17310580,134,634
Telangana,Jogulamba Gadwal,2025-09,10182665,78,398
Telangana,Jogulamba Gadwal,2025-10,11200940,47,280
Telangana,Jogulamba Gadwal,2025-11,15783198,103,460
Telangana,Jogulamba Gadwal,2025-12,17819712,168,729
Telangana,Jogulamba Gadwal,NaT,241838569,1898,8659
Telangana,K.V. Rangareddy,2025-01,179360864,12380,66977
Telangana,K.V. Rangareddy,2025-02,125575927,842,4063
Telangana,K.V. Rangareddy,2025-03,116077240,729,3613
Telangana,K.V. Rangareddy,2025-04,139637725,692,4066
Telangana,K.V. Rangareddy,2025-05,127664508,721,3336
Telangana,K.V. Rangareddy,2025-06,115068389,700,3194
Telangana,K.V. Rangareddy,2025-07,99449135,553,2453
Telangana,K.V. Rangareddy,2025-08,170316069,968,4517
Telangana,K.V. Rangareddy,2025-09,109991083,565,3175
Telangana,K.V. Rangareddy,2025-10,125553095,513,2927
Telangana,K.V. Rangareddy,2025-11,114058341,536,2921
Telangana,K.V. Rangareddy,2025-12,158259152,855,5139
Telangana,K.V. Rangareddy,NaT,2221979678,11565,59330
Telangana,Kamareddy,2025-01,38242641,1276,5964
Telangana,Kamareddy,2025-02,30191760,89,642
Telangana,Kamareddy,2025-03,28177654,70,531
Telangana,Kamareddy,2025-04,31198694,71,419
Telangana,Kamareddy,2025-05,29184720,98,638
Telangana,Kamareddy,2025-06,18617561,65,386
Telangana,Kamareddy,2025-07,23145800,68,549
Telangana,Kamareddy,2025-08,39248638,150,844
Telangana,Kamareddy,2025-09,25158836,96,674
Telangana,Kamareddy,2025-10,24152296,41,272
Telangana,Kamareddy,2025-11,25662274,46,361
Telangana,Kamareddy,2025-12,34718986,107,588
Telangana,Kamareddy,NaT,486071197,1364,9036
Telangana,Karimnagar,2025-01,151612618,3625,21654
Telangana,Karimnagar,2025-02,118762751,234,1835
Telangana,Karimnagar,2025-03,105622025,193,1616
Telangana,Karimnagar,2025-04,133419757,341,2496
Telangana,Karimnagar,2025-05,103603513,152,1171
Telangana,Karimnagar,2025-06,107643419,267,1838
Telangana,Karimnagar,2025-07,69236211,127,879
Telangana,Karimnagar,2025-08,153631682,327,2395
Telangana,Karimnagar,2025-09,96020329,161,1589
Telangana,Karimnagar,2025-10,113204534,183,1674
Telangana,Karimnagar,2025-11,102084672,163,1502
Telangana,Karimnagar,2025-12,137970796,269,2847
Telangana,Karimnagar,NaT,1921431269,3351,27106
Telangana,Khammam,2025-01,80640194,1917,14553
Telangana,Khammam,2025-02,65931375,283,1337
Telangana,Khammam,2025-03,63903654,225,1204
Telangana,Khammam,2025-04,79625755,302,1217
Telangana,Khammam,2025-05,66945993,217,880
Telangana,Khammam,2025-06,50716685,234,837
Telangana,Khammam,2025-07,51731002,184,775
Telangana,Khammam,2025-08,93826368,312,1833
Telangana,Khammam,2025-09,54774341,272,1365
Telangana,Khammam,2025-10,65932436,139,959
Telangana,Khammam,2025-11,54775205,168,827
Telangana,Khammam,2025-12,75061030,277,1572
Telangana,Khammam,NaT,1108169423,3622,18297
Telangana,Komaram Bheem,2025-01,18658858,989,6503
Telangana,Komaram Bheem,2025-02,15128748,109,829
Telangana,Komaram Bheem,2025-03,13615935,83,631
Telangana,Komaram Bheem,2025-04,16641733,79,685
Telangana,Komaram Bheem,2025-05,12103036,76,544
Telangana,Komaram Bheem,2025-06,12102824,127,701
Telangana,Komaram Bheem,2025-07,13111642,134,584
Telangana,Komaram Bheem,2025-08,16641634,109,768
Telangana,Komaram Bheem,2025-09,10590192,85,540
Telangana,Komaram Bheem,2025-10,12102958,50,366
Telangana,Komaram Bheem,2025-11,12103070,75,539
Telangana,Komaram Bheem,2025-12,16641552,121,859
Telangana,Komaram Bheem,NaT,239033470,1692,10180
Telangana,Mahabubabad,2025-01,26840027,731,5528
Telangana,Mahabubabad,2025-02,22786713,79,690
Telangana,Mahabubabad,2025-03,23293161,75,506
Telangana,Mahabubabad,2025-04,23796090,38,430
Telangana,Mahabubabad,2025-05,23797745,66,529
Telangana,Mahabubabad,2025-06,21772595,76,526
Telangana,Mahabubabad,2025-07,18736964,80,449
Telangana,Mahabubabad,2025-08,32408632,139,934
Telangana,Mahabubabad,2025-09,21266757,78,586
Telangana,Mahabubabad,2025-10,22790360,48,367
Telangana,Mahabubabad,2025-11,15192830,52,394
Telangana,Mahabubabad,2025-12,25316231,91,897
Telangana,Mahabubabad,NaT,380796775,1060,8961
Telangana,Mahabubnagar,2025-01,136993235,8267,27891
Telangana,Mahabubnagar,2025-02,107453987,658,1757
Telangana,Mahabubnagar,2025-03,90649017,515,1682
Telangana,Mahabubnagar,2025-04,107455683,834,2408
Telangana,Mahabubnagar,2025-05,88104151,505,1150
Telangana,Mahabubnagar,2025-06,90649227,596,1702
Telangana,Mahabubnagar,2025-07,71298002,373,748
Telangana,Mahabubnagar,2025-08,132917894,797,2413
Telangana,Mahabubnagar,2025-09,91669264,533,1790
Telangana,Mahabubnagar,2025-10,94723589,374,1584
Telangana,Mahabubnagar,2025-11,90649807,475,1414
Telangana,Mahabubnagar,2025-12,124258640,730,2432
Telangana,Mahabubnagar,NaT,1662235024,8212,26586
Telangana,Mancherial,2025-01,31262499,578,4612
Telangana,Mancherial,2025-02,32270862,132,932
Telangana,Mancherial,2025-03,28741438,60,755
Telangana,Mancherial,2025-04,26724476,58,553
Telangana,Mancherial,2025-05,28741130,114,670
Telangana,Mancherial,2025-06,27228442,119,635
Telangana,Mancherial,2025-07,25211862,76,609
Telangana,Mancherial,2025-08,35296401,124,980
Telangana,Mancherial,2025-09,25212064,66,653
Telangana,Mancherial,2025-10,27733004,65,450
Telangana,Mancherial,2025-11,23699160,62,528
Telangana,Mancherial,2025-12,35800509,118,1094
Telangana,Mancherial,NaT,482047055,1490,11590
Telangana,Medak,2025-01,127571782,2720,10446
Telangana,Medak,2025-02,102962284,262,1383
Telangana,Medak,2025-03,88898864,216,1377
Telangana,Medak,2025-04,112003338,325,1513
Telangana,Medak,2025-05,91911303,252,867
Telangana,Medak,2025-06,88899791,245,1140
Telangana,Medak,2025-07,71320479,191,797
Telangana,Medak,2025-08,133096999,301,1821
Telangana,Medak,2025-09,75840525,148,1148
Telangana,Medak,2025-10,96934912,171,1187
Telangana,Medak,2025-11,97940454,193,1164
Telangana,Medak,2025-12,123053375,287,1973
Telangana,Medak,NaT,1677020029,3618,21224
Telangana,Medchal-Malkajgiri,2025-01,51518040,5705,29493
Telangana,Medchal-Malkajgiri,2025-02,40012643,349,1590
Telangana,Medchal-Malkajgiri,2025-03,35009265,309,1633
Telangana,Medchal-Malkajgiri,2025-04,37515065,176,1123
Telangana,Medchal-Malkajgiri,2025-05,34509708,247,1274
Telangana,Medchal-Malkajgiri,2025-06,35508142,367,1595
Telangana,Medchal-Malkajgiri,2025-07,38012134,245,1454
Telangana,Medchal-Malkajgiri,2025-08,50016615,371,2043
Telangana,Medchal-Malkajgiri,2025-09,36009402,283,1623
Telangana,Medchal-Malkajgiri,2025-10,32509074,199,1063
Telangana,Medchal-Malkajgiri,2025-11,31510180,176,1061
Telangana,Medchal-Malkajgiri,2025-12,60518964,444,2472
Telangana,Medchal-Malkajgiri,NaT,676713462,4911,25046
Telangana,Medchal?Malkajgiri,2025-01,3000481,87,258
Telangana,Medchal?Malkajgiri,2025-04,1000180,2,0
Telangana,Medchal?Malkajgiri,NaT,1500199,0,3
Telangana,MedchalâMalkajgiri,NaT,500067,0,1
Telangana,Medchal−Malkajgiri,2025-01,12002774,18,50
Telangana,Medchal−Malkajgiri,2025-02,11502794,15,56
Telangana,Medchal−Malkajgiri,2025-03,10503934,10,58
Telangana,Medchal−Malkajgiri,2025-04,14004146,26,73
Telangana,Medchal−Malkajgiri,2025-05,12006705,7,44
Telangana,Medchal−Malkajgiri,2025-06,8001159,14,23
Telangana,Medchal−Malkajgiri,2025-07,7003404,10,21
Telangana,Medchal−Malkajgiri,2025-08,18511069,21,77
Telangana,Medchal−Malkajgiri,2025-09,11507869,12,39
Telangana,Medchal−Malkajgiri,2025-10,11503846,6,32
Telangana,Medchal−Malkajgiri,2025-11,8506183,11,26
Telangana,Medchal−Malkajgiri,2025-12,16003185,17,63
Telangana,Medchal−Malkajgiri,NaT,209575646,258,690
Telangana,Mulugu,2025-01,19753967,347,3043
Telangana,Mulugu,2025-02,15704717,45,363
Telangana,Mulugu,2025-03,12661894,26,241
Telangana,Mulugu,2025-04,13677748,17,340
Telangana,Mulugu,2025-05,14180580,51,267
Telangana,Mulugu,2025-06,15193077,23,301
Telangana,Mulugu,2025-07,11649015,35,206
Telangana,Mulugu,2025-08,19751787,49,369
Telangana,Mulugu,2025-09,10635734,26,238
Telangana,Mulugu,2025-10,12661883,20,152
Telangana,Mulugu,2025-11,13673007,31,158
Telangana,Mulugu,2025-12,19751415,47,311
Telangana,Mulugu,NaT,255764923,601,4391
Telangana,Nagarkurnool,2025-01,35140288,1012,4331
Telangana,Nagarkurnool,2025-02,33104063,97,770
Telangana,Nagarkurnool,2025-03,28520156,62,482
Telangana,Nagarkurnool,2025-04,27501202,49,462
Telangana,Nagarkurnool,2025-05,28011687,53,413
Telangana,Nagarkurnool,2025-06,24955630,76,509
Telangana,Nagarkurnool,2025-07,19352978,42,293
Telangana,Nagarkurnool,2025-08,39725078,99,723
Telangana,Nagarkurnool,2025-09,23937020,63,648
Telangana,Nagarkurnool,2025-10,22918175,36,380
Telangana,Nagarkurnool,2025-11,26481841,46,313
Telangana,Nagarkurnool,2025-12,40743391,115,717
Telangana,Nagarkurnool,NaT,475677646,1061,7318
Telangana,Nalgonda,2025-01,119939797,3663,21111
Telangana,Nalgonda,2025-02,87414669,322,2015
Telangana,Nalgonda,2025-03,79791255,296,1898
Telangana,Nalgonda,2025-04,83857539,379,1855
Telangana,Nalgonda,2025-05,68610715,248,1309
Telangana,Nalgonda,2025-06,66576345,236,1282
Telangana,Nalgonda,2025-07,55903792,191,1031
Telangana,Nalgonda,2025-08,108760098,376,2523
Telangana,Nalgonda,2025-09,63020088,237,1614
Telangana,Nalgonda,2025-10,80298415,203,1524
Telangana,Nalgonda,2025-11,64034630,190,1283
Telangana,Nalgonda,2025-12,107741237,397,2738
Telangana,Nalgonda,NaT,1346790838,4115,26405
Telangana,Narayanpet,2025-01,24956065,477,2596
Telangana,Narayanpet,2025-02,21391120,90,680
Telangana,Narayanpet,2025-03,15789394,58,355
Telangana,Narayanpet,2025-04,18844529,60,394
Telangana,Narayanpet,2025-05,15788820,62,308
Telangana,Narayanpet,2025-06,17316531,64,388
Telangana,Narayanpet,2025-07,15279364,46,225
Telangana,Narayanpet,2025-08,25465795,72,557
Telangana,Narayanpet,2025-09,16807168,96,560
Telangana,Narayanpet,2025-10,18335536,50,393
Telangana,Narayanpet,2025-11,18844736,35,395
Telangana,Narayanpet,2025-12,24955839,96,722
Telangana,Narayanpet,NaT,334617083,1140,6813
Telangana,Nirmal,2025-01,26720560,1161,5818
Telangana,Nirmal,2025-02,21679218,171,1275
Telangana,Nirmal,2025-03,19157795,155,1064
Telangana,Nirmal,2025-04,18149789,74,633
Telangana,Nirmal,2025-05,17141078,113,880
Telangana,Nirmal,2025-06,18654408,159,1059
Telangana,Nirmal,2025-07,15628554,118,763
Telangana,Nirmal,2025-08,24199542,172,1278
Telangana,Nirmal,2025-09,14620644,55,589
Telangana,Nirmal,2025-10,19662196,64,659
Telangana,Nirmal,2025-11,13107434,93,555
Telangana,Nirmal,2025-12,25711647,185,1430
Telangana,Nirmal,NaT,291402207,1999,13324
Telangana,Nizamabad,2025-01,102154164,4946,22040
Telangana,Nizamabad,2025-02,71967538,244,1332
Telangana,Nizamabad,2025-03,57871886,213,1211
Telangana,Nizamabad,2025-04,73469984,256,1629
Telangana,Nizamabad,2025-05,61894994,234,966
Telangana,Nizamabad,2025-06,68435335,277,1386
Telangana,Nizamabad,2025-07,38244536,180,758
Telangana,Nizamabad,2025-08,94109943,337,1743
Telangana,Nizamabad,2025-09,53843622,214,1140
Telangana,Nizamabad,2025-10,74475237,192,1135
Telangana,Nizamabad,2025-11,60890534,195,1045
Telangana,Nizamabad,2025-12,90574626,301,1942
Telangana,Nizamabad,NaT,1145832931,3491,19568
Telangana,Peddapalli,2025-01,27284091,138,1403
Telangana,Peddapalli,2025-02,22230050,32,374
Telangana,Peddapalli,2025-03,24757351,44,290
Telangana,Peddapalli,2025-04,20715497,16,221
Telangana,Peddapalli,2025-05,16673721,28,254
Telangana,Peddapalli,2025-06,17682968,33,210
Telangana,Peddapalli,2025-07,13136067,22,127
Telangana,Peddapalli,2025-08,30315746,33,356
Telangana,Peddapalli,2025-09,16167239,25,230
Telangana,Peddapalli,2025-10,22735466,35,285
Telangana,Peddapalli,2025-11,16167249,11,223
Telangana,Peddapalli,2025-12,27282617,21,395
Telangana,Peddapalli,NaT,368830906,481,4640
Telangana,Rajanna Sircilla,2025-01,22742327,343,2108
Telangana,Rajanna Sircilla,2025-02,19204168,64,350
Telangana,Rajanna Sircilla,2025-03,17687913,34,265
Telangana,Rajanna Sircilla,2025-04,12128870,26,185
Telangana,Rajanna Sircilla,2025-05,14150191,51,234
Telangana,Rajanna Sircilla,2025-06,17182914,27,267
Telangana,Rajanna Sircilla,2025-07,10107428,25,165
Telangana,Rajanna Sircilla,2025-08,23752641,48,373
Telangana,Rajanna Sircilla,2025-09,13645119,49,278
Telangana,Rajanna Sircilla,2025-10,17183089,23,212
Telangana,Rajanna Sircilla,2025-11,15666373,28,236
Telangana,Rajanna Sircilla,2025-12,30322868,101,582
Telangana,Rajanna Sircilla,NaT,291599292,607,4484
Telangana,Rangareddy,2025-01,9038249,168,1420
Telangana,Rangareddy,2025-02,9532056,27,189
Telangana,Rangareddy,2025-03,8519903,27,135
Telangana,Rangareddy,2025-04,7521203,17,133
Telangana,Rangareddy,2025-05,4512140,17,85
Telangana,Rangareddy,2025-06,8028961,31,171
Telangana,Rangareddy,2025-07,5010769,10,86
Telangana,Rangareddy,2025-08,8521340,27,170
Telangana,Rangareddy,2025-09,3507672,9,85
Telangana,Rangareddy,2025-10,4510704,10,73
Telangana,Rangareddy,2025-11,7025937,12,122
Telangana,Rangareddy,2025-12,12029033,27,199
Telangana,Rangareddy,NaT,123432021,352,1960
Telangana,Sangareddy,2025-01,68810888,3040,13054
Telangana,Sangareddy,2025-02,45203571,119,724
Telangana,Sangareddy,2025-03,43195055,133,654
Telangana,Sangareddy,2025-04,44700895,92,533
Telangana,Sangareddy,2025-05,41688966,126,604
Telangana,Sangareddy,2025-06,43696912,165,745
Telangana,Sangareddy,2025-07,33149802,96,484
Telangana,Sangareddy,2025-08,67303518,180,1075
Telangana,Sangareddy,2025-09,36162605,133,758
Telangana,Sangareddy,2025-10,41687989,86,437
Telangana,Sangareddy,2025-11,38171862,93,599
